KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,261.57,207.72 (-20.6 %),244.91 (-6.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.19 (+14.2 %)
Energy bought (kWh),3410.8,2618.8 (-23.2 %),3220.9 (-5.6 %)
Energy sold (kWh),906.3,26.3 (-97.1 %),662.8 (-26.9 %)
