KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,994.07,704.70 (-29.1 %),864.87 (-13.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),160.17 (+16.1 %)
Energy bought (kWh),5156.5,4851.3 (-5.9 %),6044.1 (+17.2 %)
Energy sold (kWh),603.5,16.3 (-97.3 %),1222.1 (+102.5 %)
