KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.30,93.44 (-41.0 %),156.82 (-0.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),63.37 (+40.0 %)
Energy bought (kWh),2471.0,1395.3 (-43.5 %),2468.1 (-0.1 %)
Energy sold (kWh),1453.2,237.0 (-83.7 %),1317.2 (-9.4 %)
