KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),862.78 (-15.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),89.46 (+8.8 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),5925.2 (-0.7 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2352.3 (-7.6 %)
