KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),296.97 (-29.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),87.17 (+20.7 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1913.6 (-11.9 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),647.9 (-35.8 %)
