KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),498.15 (-11.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),95.52 (+16.9 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3333.3 (+4.7 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),865.4 (+5.3 %)
