KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),830.00 (-22.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),78.99 (+7.4 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5318.2 (+3.1 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),603.8 (+0.0 %)
