KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,217.45 (-11.4 %),235.07 (-4.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.62 (+7.2 %)
Energy bought (kWh),3099.7,2714.0 (-12.4 %),2987.7 (-3.6 %)
Energy sold (kWh),455.3,26.0 (-94.3 %),297.7 (-34.6 %)
