KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,317.77 (-12.6 %),346.23 (-4.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.46 (+7.8 %)
Energy bought (kWh),4569.7,3910.9 (-14.4 %),4370.0 (-4.4 %)
Energy sold (kWh),768.3,36.2 (-95.3 %),509.3 (-33.7 %)
