KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,286.95 (-5.8 %),301.37 (-1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.42 (+4.7 %)
Energy bought (kWh),3740.4,3510.6 (-6.1 %),3749.0 (+0.2 %)
Energy sold (kWh),285.4,27.5 (-90.4 %),291.5 (+2.2 %)
