KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),770.12 (-27.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.11 (+1.8 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),4833.8 (-6.3 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),140.0 (-76.8 %)
