KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),764.37 (-16.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.69 (+9.2 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4781.7 (+5.5 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),412.2 (+50.1 %)
