Member,Role,Contract,Paket,Capacity_kWh,Consumption_kWh,Generation_kWh,Import_kWh,Export_kWh,Sold_kWh,Curtailed_kWh,Charged_kWh,Discharged_kWh,Self_Consumed_kWh,Shared_Out_kWh,Shared_Out_Used_kWh,Shared_Wasted_kWh,Shared_In_kWh,Energy_EUR,Network_EUR,Levies_EUR,Internal_Paid_EUR,Internal_Received_EUR,Fixed_EUR,Service_Fee_EUR,Power_EUR,Buyback_Credit_EUR,Cost_EUR,Peak_Import_kW,Simultaneous_Battery_Intervals,Simultaneous_Grid_Intervals,Grid_Binaries,Battery_Binaries,Export_Rate_Floored_Intervals,No_Sharing_Incentive_Intervals,config,scheme,sharing,share,internal_price,battery,znacilni_primer,pay_for_unused
EV #17,prejemnik,Aktivni BO,GENI_AKTIVNI,10.0,3483.861,0.0,3689.748694984,0.0,0.0,0.0,2111.66867396872,1905.78097913,0.0,0.0,0.0,0.0,180.719549912,266.93583780169877,82.72457696283095,11.07367378338598,11.023892544632,0.0,178.51602130807527,0.0,0.01335645062388,0.0,550.2873588512468,5.252,0,0,0,0,0,6860,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
EV #266,prejemnik,Aktivni BO,GENI_AKTIVNI,10.0,6723.868,0.0,7041.146778145996,0.0,0.0,0.0,3254.1407780608124,2936.8620000004,0.0,0.0,0.0,0.0,471.4129072390967,597.2734458805378,151.4178784428335,21.13188971057176,28.756187341584894,0.0,293.54742938879997,0.0,0.0,0.0,1092.126830764328,7.572,0,0,0,0,0,6860,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
HP_EV #82,prejemnik,Aktivni BO,GENI_AKTIVNI,10.0,6405.795,0.0,6726.911384485,0.0,0.0,0.0,3293.5008848640755,2972.3845,0.0,0.0,0.0,0.0,307.94353588393,583.1683612866802,149.54765065848505,20.18880644711638,18.78455568891973,0.0,276.5599185865764,0.0,0.0206444699999997,0.0,1048.2699371377776,10.76,0,0,0,0,0,6860,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
HP_EV #89,prejemnik,Aktivni BO,GENI_AKTIVNI,10.0,11549.31,0.0,11887.449620146175,0.0,0.0,0.0,3468.098120507934,3129.9584999965064,0.0,0.0,0.0,0.0,786.9130517995633,1170.510510974232,262.4422146779156,35.676613799982704,48.00169615977336,0.0,326.1232557719591,0.0,0.0,0.0,1842.7542913838631,9.331158,0,0,0,0,0,6860,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_EV #232,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,6436.66,2260.9939999999997,5380.1456225513,861.02067539973,736.6182013697126,0.0,3522.655689851402,3179.196735,37.347,124.40247403001742,124.40247403001742,-8.349169879767748e-16,0.0,664.0421439458179,113.03766763314738,16.14689304240096,0.0,6.220123701500871,214.7817538624,0.0,0.0,81.87821120213671,919.9101235801286,6.564,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_EV #253,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,2675.877,2732.747,2759.76329719745,2497.020013109094,2300.267513924517,0.0,3278.0848482702,2958.4715530366016,72.023,196.7524991845775,196.7524991845775,-2.5938181724000087e-16,0.0,266.7706674029034,59.21040314748712,8.282601607548987,0.0,9.837624959228874,221.651056266643,0.0,1.729192251949259,303.7189991934192,244.0872965238837,7.628,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_HP #155,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,4303.849,1423.86,5470.3225980403995,2234.170547122018,2154.979888055395,0.0,3652.954258338052,3296.791200000106,13.14,79.19065906662327,79.19065906662327,7.670044273647668e-16,0.0,615.7160976291714,122.99795242073586,16.417532181238847,0.0,3.959532953331163,207.6580678664387,0.0,0.0,293.3106843295878,665.5194328146657,7.152,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_HP #248,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,5064.6539999999995,4370.6050000000005,4092.7907763018,3057.94957301854,2693.0389089550654,0.0,3495.30464199424,3154.5124325000515,63.684000000000005,364.9106640634746,364.9106640634746,1.0032122702008373e-15,0.0,509.90668570701234,91.00814895483396,12.283283677836964,0.0,18.24553320317373,180.46800348938496,0.0,0.0,335.21915410389903,440.20143452199545,5.784,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_HP_EV #90,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,11687.749,2228.445,10862.46963279688,1031.0188987640515,902.784184157641,0.0,3816.889222061471,3444.7424802320115,85.376,128.2347146064105,128.2347146064105,6.711584142182064e-16,0.0,1454.799839307721,237.3886910847201,32.60044386195,0.0,6.411735730320526,349.04080331708604,0.0,0.0,103.74859351105933,1963.669448330097,10.748,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
PV_HP_EV #290,oddajnik,Aktivni,GENI_SAMO_AKTIVNI,10.0,10668.855,6411.094,9651.7588190554,5009.532754041714,3374.8245346773465,0.0,3943.231230866131,3558.766147989998,196.083,1634.7082193643676,1634.7082193643676,1.2315994578349088e-15,0.0,1287.6253944691432,227.55372697512368,28.966858567749064,0.0,81.73541096821837,374.3511588352,0.0,0.0,403.5975229771344,1433.1642049018633,10.144,0,0,0,0,0,0,Aktivni,skupnostna_samooskrba,dinamicni,1.0,0.05,10 kWh pri vsakem,2,True
osnovni #72,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.9258444358,40.6586582532,5.3348520876,0.0,0.0,149.3024039661785,0.0,7.807820832,0.0,429.0295795747785,4.5,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.6005033024,80.2335467938,10.5880115112,0.0,0.0,173.04743561571829,0.0,7.557427416,0.0,715.0269246391183,5.952,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1578.4140000000002,1192.324,1525.337,901.141,901.141,238.106,0.0,0.0,53.707,0.0,0.0,0.0,0.0,208.4791055062,34.5050730228,4.5778414044,0.0,0.0,149.37329006000002,0.0,7.838864292,72.35854215,332.41563213539996,4.28,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1551.357,2352.015,1464.258,1864.325,1864.325,400.591,0.0,0.0,88.977,0.0,0.0,0.0,0.0,209.5647613388,33.9662538252,4.3945311096,0.0,0.0,202.42789527040003,0.0,4.736032685999999,148.20548019,306.88399404,5.012,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.1934164484001,119.2320589736,15.477383477999998,0.0,0.0,256.277970688,0.0,3.744740748000001,0.0,1089.925570336,6.664,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.8513059294,202.8907501676,26.8098516528,0.0,0.0,145.14515856913118,0.0,10.278395778,0.0,1487.975462096931,5.068,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.518674332,80.8540098554,10.4557636332,0.0,0.0,192.86322130807528,0.0,5.367077562,0.0,730.0587466906752,5.252,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.5096787781999,151.5768895986,20.1796726416,0.0,0.0,307.8946293888,0.0,5.480369495999999,0.0,1330.6412399032,7.572,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.6868198413999,146.871356638,19.225071954,0.0,0.0,290.90711858657636,0.0,11.324084982000002,0.0,1268.0144520019762,10.76,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.2443210512,267.0329887312,34.661789172,0.0,0.0,340.4704557719591,0.0,11.966081441999997,0.0,2208.3756361683595,9.924,0,0,0,0,140,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,6436.66,2260.9939999999997,6400.597,1829.134,1829.134,395.797,0.0,0.0,37.347,0.0,0.0,0.0,0.0,838.6056190511999,137.7052165138,19.2094717164,0.0,0.0,229.1289538624,0.0,4.358707752,140.701217,1088.3067518958,6.564,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,2675.877,2732.747,2605.394,2227.147,2227.147,435.117,0.0,0.0,72.023,0.0,0.0,0.0,0.0,344.066489189,57.4798303854,7.8193084728,0.0,0.0,235.99825626664295,0.0,15.780749334,192.53363732,468.610996327843,7.856,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,4303.849,1423.86,4290.902,1129.672,1129.672,281.241,0.0,0.0,13.14,0.0,0.0,0.0,0.0,599.6366236728,100.281322771,12.8778550824,0.0,0.0,222.00526786643871,0.0,7.806287748000002,97.31291246,845.2944446806387,7.152,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,5064.6539999999995,4370.6050000000005,5001.95,3609.448,3609.448,698.453,0.0,0.0,63.684000000000005,0.0,0.0,0.0,0.0,612.9452840938,110.9698298912,15.01185234,0.0,0.0,194.81520348938497,0.0,9.057192438,329.99576088,612.803601372385,5.784,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,11687.749,2228.445,11603.921,1752.705,1752.705,391.912,0.0,0.0,85.376,0.0,0.0,0.0,0.0,1523.5482653188,258.5073789728,34.8256877052,0.0,0.0,363.388003317086,0.0,11.020739856,132.10127996,2059.188795209886,12.028,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,10668.855,6411.094,10474.064,4943.65,4943.65,1272.653,0.0,0.0,196.083,0.0,0.0,0.0,0.0,1431.7602061655998,249.0437375786,31.4347608768,0.0,0.0,388.6983588352,0.0,9.392935062000005,425.80883077,1684.5211677481998,10.144,0,0,0,0,0,0,Dinamični,individualno,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.475,170.529506114,40.6586582532,5.3348520876,29.064975,0.0,149.3024039661785,15.7014,7.807820832,0.0,418.3996162529785,4.5,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.426,338.56812516179997,80.2335467938,10.5880115112,56.694986,0.0,173.04743561571829,15.7014,7.557427416,0.0,682.3909324985183,5.952,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1578.4140000000002,1192.324,1525.337,962.697999999999,517.017,176.549,0.0,0.0,53.707,445.68099999999896,445.681,-1.004981475301702e-12,0.0,208.4791055062,34.5050730228,4.5778414044,0.0,22.28404999999995,149.37329006000002,79.1414,7.838864292,43.49910717,418.1324171154001,4.28,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1551.357,2352.015,1464.258,1978.013999999998,935.786999999998,286.902,0.0,0.0,88.977,1042.227,1042.227,-6.016454695556561e-15,0.0,209.5647613388,33.9662538252,4.3945311096,0.0,52.11135,202.42789527040003,79.1414,4.736032685999999,77.26245754000018,404.85706668999984,5.012,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.198,576.9850746028001,119.2320589736,15.477383477999998,61.073078,0.0,256.277970688,15.7014,3.744740748000001,0.0,1048.4917064904,6.664,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.387,983.4884776812,202.8907501676,26.8098516528,66.75760700000001,0.0,145.14515856913118,15.7014,10.278395778,0.0,1451.0716408487312,5.068,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.316,352.0241237994,80.8540098554,10.4557636332,49.307276,0.0,192.86322130807528,15.7014,5.367077562,0.0,706.5728721580753,5.252,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.253,697.0394619616,151.5768895986,20.1796726416,81.14543300000001,0.0,307.8946293888,15.7014,5.480369495999999,0.0,1279.0178560866,7.572,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.351,683.0739374976,146.871356638,19.225071954,61.387411,0.0,290.90711858657636,15.7014,11.324084982000002,0.0,1228.4903806581765,10.76,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.064,1371.9104045732,267.0329887312,34.661789172,91.625904,0.0,340.4704557719591,15.7014,11.966081441999997,0.0,2133.3690236903594,9.924,0,0,0,0,140,4000,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,6436.66,2260.9939999999997,6400.597,1943.333999999998,902.787,281.597,0.0,0.0,37.347,1040.546999999998,1040.547,-2.00797040385081e-12,0.0,838.6056190511999,137.7052165138,19.2094717164,0.0,52.027349999999906,229.1289538624,79.1414,4.358707752,70.6095711,1185.5124477958,6.564,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,2675.877,2732.747,2605.394,2337.354999999998,1204.013,324.909,0.0,0.0,72.023,1133.341999999998,1133.342,-2.0058169614958188e-12,0.0,344.066489189,57.4798303854,7.8193084728,0.0,56.667099999999905,235.99825626664295,79.1414,15.780749334,108.15577178,575.4631618678432,7.856,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,4303.849,1423.86,4290.902,1155.106,857.577999999999,255.807,0.0,0.0,13.14,297.528000000001,297.528,9.986321705391925e-13,0.0,599.6366236728,100.281322771,12.8778550824,0.0,14.876400000000052,222.00526786643871,79.1414,7.806287748000002,74.02799696000008,932.8443601806384,7.152,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,5064.6539999999995,4370.6050000000005,5001.95,3800.281,2102.978999999999,507.62,0.0,0.0,63.684000000000005,1697.302000000001,1697.302,9.84443867229178e-13,0.0,612.9452840938,110.9698298912,15.01185234,0.0,84.86510000000006,194.81520348938497,79.1414,9.057192438,197.51767726000008,739.5579849923847,5.784,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,11687.749,2228.445,11603.921,1859.578999999999,1086.653999999997,285.038,0.0,0.0,85.376,772.925000000002,772.925,1.9932588645723545e-12,0.0,1523.5482653188,258.5073789728,34.8256877052,0.0,38.6462500000001,363.388003317086,79.1414,11.020739856,84.13376325000034,2147.6514619198856,12.028,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,10668.855,6411.094,10474.064,5182.422,3463.503999999999,1033.881,0.0,0.0,196.083,1718.918000000001,1718.918,9.866335219367297e-13,0.0,1431.7602061655998,249.0437375786,31.4347608768,0.0,85.94590000000005,388.6983588352,79.1414,9.392935062000005,299.65533984000007,1803.8701586782,10.144,0,0,0,0,0,0,Dinamični,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.602,170.3767768394,36.3137642954,5.3348520876,29.743722,0.0,149.3024039661785,0.0,7.807820832,0.0,398.8793400205785,4.5,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.245,337.9864882342,71.6987588168,10.5880115112,58.208945,0.0,173.04743561571829,0.0,7.557427416,0.0,659.0870665939183,5.952,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1578.4140000000002,1192.324,1525.337,972.946,571.5388426666117,166.301,0.0,0.0,53.707,401.40715733338834,401.40715733338834,-1.0131869301877039e-15,0.0,208.4791055062,34.5050730228,4.5778414044,0.0,20.07035786666942,149.37329006000002,0.0,7.838864292,47.82678931007088,336.8770271086597,4.28,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,1551.357,2352.015,1464.258,1992.212,1016.0626504665852,272.704,0.0,0.0,88.977,976.1493495334148,976.1493495334148,-2.431973893102235e-15,0.0,209.5647613388,33.9662538252,4.3945311096,0.0,48.80746747667075,202.42789527040003,0.0,4.736032685999999,83.3943584869171,322.88764826641216,5.012,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.765,577.0373640712,110.04670779,15.477383477999998,61.900665,0.0,256.277970688,0.0,3.744740748000001,0.0,1024.4848317752,6.664,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.399,983.287644258,192.79863386199995,26.8098516528,67.307339,0.0,145.14515856913118,0.0,10.278395778,0.0,1425.6270231199312,5.068,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.3000000000001,351.8197161178,73.39158172399999,10.4557636332,50.526300000000006,0.0,192.86322130807528,0.0,5.367077562,0.0,684.4236603450753,5.252,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.713,696.8280795644,139.42574579179998,20.1796726416,82.454493,0.0,307.8946293888,0.0,5.480369495999999,0.0,1252.2629898826,7.572,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.836,682.5688996974,137.599525608,19.225071954,62.270996,0.0,290.90711858657636,0.0,11.324084982000002,0.0,1203.8956968279765,10.76,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Dinamični BO,GENI_DINAMICNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.635,1370.9750112118,253.2660262456,34.661789172,92.819735,0.0,340.4704557719591,0.0,11.966081441999997,0.0,2104.159098843359,9.924,0,0,0,0,140,3532,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,6436.66,2260.9939999999997,6400.597,1958.717,986.4776846309202,266.214,0.0,0.0,37.347,972.2393153690798,972.2393153690798,-1.958611224595064e-16,0.0,838.6056190511999,137.7052165138,19.2094717164,0.0,48.61196576845399,229.1289538624,0.0,4.358707752,76.80432282974047,1103.5916802976055,6.564,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,2675.877,2732.747,2605.394,2348.782,1248.9218012868048,313.482,0.0,0.0,72.023,1099.8601987131951,1099.8601987131951,-1.4076738906465549e-15,0.0,344.066489189,57.4798303854,7.8193084728,0.0,54.99300993565976,235.99825626664295,0.0,15.780749334,111.76448237369968,494.3871413384835,7.856,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,4303.849,1423.86,4290.902,1166.105,870.0192657249052,244.808,0.0,0.0,13.14,296.08573427509486,296.08573427509486,-3.789422118108398e-16,0.0,599.6366236728,100.281322771,12.8778550824,0.0,14.804286713754744,222.00526786643871,0.0,7.806287748000002,75.15234980496379,852.6507206219202,7.152,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,5064.6539999999995,4370.6050000000005,5001.95,3811.342,2083.4270528733264,496.559,0.0,0.0,63.684000000000005,1727.9149471266735,1727.9149471266735,-4.1943445244774225e-15,0.0,612.9452840938,110.9698298912,15.01185234,0.0,86.3957473563337,194.81520348938497,0.0,9.057192438,194.97894126329052,661.4246736327607,5.784,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,11687.749,2228.445,11603.921,1869.471,1062.3467154756904,275.146,0.0,0.0,85.376,807.1242845243097,807.1242845243096,-5.852523327076753e-16,0.0,1523.5482653188,258.5073789728,34.8256877052,0.0,40.356214226215485,363.388003317086,0.0,11.020739856,81.51971263752608,2069.4141483061444,12.028,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Dinamični,GENI_SAMO_DINAMICNI,0.0,10668.855,6411.094,10474.064,5226.847,3225.1329868751563,989.456,0.0,0.0,196.083,2001.7140131248432,2001.7140131248432,-1.2818522285296119e-15,0.0,1431.7602061655998,249.0437375786,31.4347608768,0.0,100.08570065624218,388.6983588352,0.0,9.392935062000005,281.6593537337915,1728.5849441281662,10.144,0,0,0,0,0,0,Dinamični,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.524270454,40.6586582532,5.3348520876,0.0,0.0,134.9552039661785,15.7014,7.807820832,0.0,439.98220559297846,4.5,0,0,0,0,0,0,Redni,souporaba,staticni,0.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Redni 2T,GENI_REDNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.581430228,80.2335467938,10.5880115112,0.0,0.0,158.70023561571827,15.7014,7.557427416,0.0,740.3620515647183,5.952,0,0,0,0,0,0,Redni,souporaba,staticni,0.0,0.05,brez baterije,2,True
PV #234,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1578.4140000000002,1192.324,1524.707,1138.617,1138.617,0.0,0.0,0.0,53.707,0.0,0.0,0.0,0.0,191.408667366,34.491422028,4.5759506484,0.0,0.0,135.02609006,79.1414,7.838864292,61.371456300000006,391.1109380944,4.28,0,0,0,0,0,0,Redni,souporaba,staticni,0.0,0.05,brez baterije,2,True
