Member,Role,Contract,Paket,Capacity_kWh,Consumption_kWh,Generation_kWh,Import_kWh,Export_kWh,Sold_kWh,Curtailed_kWh,Charged_kWh,Discharged_kWh,Self_Consumed_kWh,Shared_Out_kWh,Shared_Out_Used_kWh,Shared_Wasted_kWh,Shared_In_kWh,Energy_EUR,Network_EUR,Levies_EUR,Internal_Paid_EUR,Internal_Received_EUR,Fixed_EUR,Service_Fee_EUR,Power_EUR,Buyback_Credit_EUR,Cost_EUR,Peak_Import_kW,Simultaneous_Battery_Intervals,Simultaneous_Grid_Intervals,Grid_Binaries,Battery_Binaries,Export_Rate_Floored_Intervals,No_Sharing_Incentive_Intervals,config,scheme,sharing,share,internal_price,battery,znacilni_primer,pay_for_unused
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.524270454,40.6586582532,5.3348520876,0.0,0.0,134.9552039661785,0.0,7.807820832,0.0,424.2808055929785,4.5,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Redni 2T,GENI_REDNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.581430228,80.2335467938,10.5880115112,0.0,0.0,158.70023561571827,0.0,7.557427416,0.0,724.6606515647184,5.952,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1578.4140000000002,1192.324,1524.707,1138.617,1138.617,0.0,0.0,0.0,53.707,0.0,0.0,0.0,0.0,191.408667366,34.491422028,4.5759506484,0.0,0.0,135.02609006,0.0,7.838864292,61.371456300000006,311.9695380944,4.28,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1551.357,2352.015,1462.38,2263.038,2263.038,0.0,0.0,0.0,88.977,0.0,0.0,0.0,0.0,183.58426044,33.9259311904,4.388894856,0.0,0.0,188.0806952704,0.0,4.736032685999999,121.9777482,292.7380662428,5.012,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Redni 2T,GENI_REDNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.35280879,119.2320589736,15.477383477999998,0.0,0.0,241.930770688,0.0,3.744740748000001,0.0,1066.7377626776,6.664,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Redni 2T,GENI_REDNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.108477032,202.8907501676,26.8098516528,0.0,0.0,130.7979585691312,0.0,10.278395778,0.0,1529.8854331995312,5.068,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Redni 2T,GENI_REDNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.280703438,80.8540098554,10.4557636332,0.0,0.0,178.51602130807527,0.0,5.367077562,0.0,741.4735757966753,5.252,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Redni 2T,GENI_REDNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.1688962239999,151.5768895986,20.1796726416,0.0,0.0,293.54742938879997,0.0,5.480369495999999,0.0,1352.9532573489998,7.572,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Redni 2T,GENI_REDNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.4541359699999,146.871356638,19.225071954,0.0,0.0,276.5599185865764,0.0,11.324084982000002,0.0,1292.4345681305765,10.76,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Redni 2T,GENI_REDNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.6974430199998,267.0329887312,34.661789172,0.0,0.0,326.1232557719591,0.0,11.966081441999997,0.0,2168.481558137159,9.924,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,6436.66,2260.9939999999997,6399.313,2223.647,2223.647,0.0,0.0,0.0,37.347,0.0,0.0,0.0,0.0,803.356955394,137.6772808074,19.2056181756,0.0,0.0,214.7817538624,0.0,4.358707752,119.8545733,1059.5257426914,6.564,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,2675.877,2732.747,2603.854,2660.724,2660.724,0.0,0.0,0.0,72.023,0.0,0.0,0.0,0.0,326.882623452,57.4471580534,7.8146866248,0.0,0.0,221.651056266643,0.0,15.780749334,143.4130236,486.16325013084304,7.856,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,4303.849,1423.86,4290.709,1410.7199999999998,1410.7199999999998,0.0,0.0,0.0,13.14,0.0,0.0,0.0,0.0,538.647026442,100.2771349868,12.8772758508,0.0,0.0,207.6580678664387,0.0,7.806287748000002,76.03780800000001,791.2279848940387,7.152,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,5064.6539999999995,4370.6050000000005,5000.97,4306.921,4306.921,0.0,0.0,0.0,63.684000000000005,0.0,0.0,0.0,0.0,627.81177186,110.948537036,15.008911164,0.0,0.0,180.46800348938496,0.0,9.057192438,232.1430419,711.151374087385,5.784,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,11687.749,2228.445,11602.373,2143.069,2143.069,0.0,0.0,0.0,85.376,0.0,0.0,0.0,0.0,1456.538701674,258.4737639224,34.8210418476,0.0,0.0,349.04080331708604,0.0,11.020739856,115.5114191,1994.383631517086,12.028,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,10668.855,6411.094,10472.772,6215.011,6215.011,0.0,0.0,0.0,196.083,0.0,0.0,0.0,0.0,1314.730851336,249.0158468658,31.430883326399996,0.0,0.0,374.3511588352,0.0,9.392935062000005,334.9890929,1643.9325825254,10.144,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.7420000000001,165.400344538,40.6586582532,5.3348520876,31.582262000000004,0.0,134.9552039661785,15.7014,7.807820832,0.0,401.4405416769785,4.5,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Redni 2T,GENI_REDNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.866,327.39933908,80.2335467938,10.5880115112,62.455826,0.0,158.70023561571827,15.7014,7.557427416,0.0,662.6357864167184,5.952,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1578.4140000000002,1192.324,1524.707,1138.617,648.035,0.0,0.0,0.0,53.707,490.582,490.582,-5.104423828061755e-15,0.0,191.408667366,34.491422028,4.5759506484,0.0,24.5291,135.02609006,79.1414,7.838864292,34.929086500000004,393.0242078944,4.28,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1551.357,2352.015,1462.38,2263.038,1150.97,0.0,0.0,0.0,88.977,1112.068,1112.068,-4.9894983977782914e-15,0.0,183.58426044,33.9259311904,4.388894856,0.0,55.60340000000001,188.0806952704,79.1414,4.736032685999999,62.037283,376.2165314428,5.012,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Redni 2T,GENI_REDNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.197,538.141345104,119.2320589736,15.477383477999998,65.648017,0.0,241.930770688,15.7014,3.744740748000001,0.0,999.8757159916,6.664,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Redni 2T,GENI_REDNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.863,1001.305693718,202.8907501676,26.8098516528,70.019643,0.0,130.7979585691312,15.7014,10.278395778,0.0,1457.8036928855313,5.068,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Redni 2T,GENI_REDNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.3679999999999,347.632749574,80.8540098554,10.4557636332,52.909448,0.0,178.51602130807527,15.7014,5.367077562,0.0,691.4364699326753,5.252,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Redni 2T,GENI_REDNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.284,684.576793912,151.5768895986,20.1796726416,87.49132399999999,0.0,293.54742938879997,15.7014,5.480369495999999,0.0,1258.553879037,7.572,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Redni 2T,GENI_REDNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.691,690.413715552,146.871356638,19.225071954,65.312151,0.0,276.5599185865764,15.7014,11.324084982000002,0.0,1225.4076987125763,10.76,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Redni 2T,GENI_REDNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.049,1310.730150598,267.0329887312,34.661789172,96.748989,0.0,326.1232557719591,15.7014,11.966081441999997,0.0,2062.964654715159,9.924,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,6436.66,2260.9939999999997,6399.313,2223.647,1155.383,0.0,0.0,0.0,37.347,1068.264,1068.264,-8.294580300383103e-15,0.0,803.356955394,137.6772808074,19.2056181756,0.0,53.4132,214.7817538624,79.1414,4.358707752,62.2751437,1142.8333722914,6.564,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,2675.877,2732.747,2603.854,2660.724,1458.432,0.0,0.0,0.0,72.023,1202.292,1202.292,-8.585580163478213e-15,0.0,326.882623452,57.4471580534,7.8146866248,0.0,60.1146,221.651056266643,79.1414,15.780749334,78.6094848,569.9935889308431,7.856,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,4303.849,1423.86,4290.709,1410.7199999999998,1084.667,0.0,0.0,0.0,13.14,326.053,326.053,-3.0591848498850993e-15,0.0,538.647026442,100.2771349868,12.8772758508,0.0,16.30265,207.6580678664387,79.1414,7.806287748000002,58.463551300000006,871.6409915940387,7.152,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,5064.6539999999995,4370.6050000000005,5000.97,4306.921,2472.718,0.0,0.0,0.0,63.684000000000005,1834.203,1834.203,-1.934520252322436e-14,0.0,627.81177186,110.948537036,15.008911164,0.0,91.71015,180.46800348938496,79.1414,9.057192438,133.2795002,797.446165787385,5.784,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,11687.749,2228.445,11602.373,2143.069,1339.55,0.0,0.0,0.0,85.376,803.519,803.519,-7.896027581777432e-15,0.0,1456.538701674,258.4737639224,34.8210418476,0.0,40.17595,349.04080331708604,79.1414,11.020739856,72.201745,2076.6587556170857,12.028,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,10668.855,6411.094,10472.772,6215.011,4327.932,0.0,0.0,0.0,196.083,1887.079,1887.079,-1.1848378181356091e-14,0.0,1314.730851336,249.0158468658,31.430883326399996,0.0,94.35395,374.3511588352,79.1414,9.392935062000005,233.2755348,1730.4335906254,10.144,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.7420000000001,165.400344538,36.0550891228,5.3348520876,31.582262000000004,0.0,134.9552039661785,0.0,7.807820832,0.0,381.1355725465785,4.5,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #223,prejemnik,Redni 2T,GENI_REDNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.866,327.39933908,71.0922404406,10.5880115112,62.455826,0.0,158.70023561571827,0.0,7.557427416,0.0,637.7930800635183,5.952,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV #234,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1578.4140000000002,1192.324,1524.707,1138.617,719.9433914405843,0.0,0.0,0.0,53.707,418.6736085594158,418.6736085594158,-1.1080004101715613e-15,0.0,191.408667366,34.491422028,4.5759506484,0.0,20.933680427970792,135.02609006,0.0,7.838864292,38.80494879864749,313.6023651677817,4.28,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV #87,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1551.357,2352.015,1462.38,2263.038,1251.185318306879,0.0,0.0,0.0,88.977,1011.8526816931212,1011.8526816931212,-1.781181539067811e-15,0.0,183.58426044,33.9259311904,4.388894856,0.0,50.59263408465606,188.0806952704,0.0,4.736032685999999,67.43888865674077,296.6842917014032,5.012,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP #184,prejemnik,Redni 2T,GENI_REDNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.197,538.141345104,109.5017308376,15.477383477999998,65.648017,0.0,241.930770688,0.0,3.744740748000001,0.0,974.4439878556,6.664,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP #134,prejemnik,Redni 2T,GENI_REDNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.863,1001.305693718,192.396749087,26.8098516528,70.019643,0.0,130.7979585691312,0.0,10.278395778,0.0,1431.6082918049312,5.068,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
EV #17,prejemnik,Redni 2T,GENI_REDNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.3679999999999,347.632749574,73.051522828,10.4557636332,52.909448,0.0,178.51602130807527,0.0,5.367077562,0.0,667.9325829052752,5.252,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
EV #266,prejemnik,Redni 2T,GENI_REDNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.284,684.576793912,138.697355357,20.1796726416,87.49132399999999,0.0,293.54742938879997,0.0,5.480369495999999,0.0,1229.9729447954,7.572,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #82,prejemnik,Redni 2T,GENI_REDNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.691,690.413715552,137.1586913692,19.225071954,65.312151,0.0,276.5599185865764,0.0,11.324084982000002,0.0,1199.9936334437764,10.76,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
HP_EV #89,prejemnik,Redni 2T,GENI_REDNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.049,1310.730150598,252.719000535,34.661789172,96.748989,0.0,326.1232557719591,0.0,11.966081441999997,0.0,2032.9492665189591,9.924,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #232,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,6436.66,2260.9939999999997,6399.313,2223.647,1226.4390023313615,0.0,0.0,0.0,37.347,997.2079976686384,997.2079976686382,-1.1454595952309354e-16,0.0,803.356955394,137.6772808074,19.2056181756,0.0,49.86039988343192,214.7817538624,0.0,4.358707752,66.1050622256604,1063.4148538823076,6.564,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_EV #253,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,2675.877,2732.747,2603.854,2660.724,1504.0340573798344,0.0,0.0,0.0,72.023,1156.6899426201655,1156.6899426201655,-2.4259565710449404e-15,0.0,326.882623452,57.4471580534,7.8146866248,0.0,57.83449713100828,221.651056266643,0.0,15.780749334,81.06743569277307,490.67434090706166,7.856,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #155,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,4303.849,1423.86,4290.709,1410.7199999999998,1090.056822384752,0.0,0.0,0.0,13.14,320.663177615248,320.663177615248,-2.6832648516300633e-16,0.0,538.647026442,100.2771349868,12.8772758508,0.0,16.033158880762404,207.6580678664387,0.0,7.806287748000002,58.75406272653814,792.4785712867382,7.152,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP #248,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,5064.6539999999995,4370.6050000000005,5000.97,4306.921,2485.9918352093546,0.0,0.0,0.0,63.684000000000005,1820.9291647906457,1820.9291647906457,-2.744766219864303e-15,0.0,627.81177186,110.948537036,15.008911164,0.0,91.04645823953229,180.46800348938496,0.0,9.057192438,133.9949599177842,718.2529978300685,5.784,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #90,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,11687.749,2228.445,11602.373,2143.069,1314.3731254490326,0.0,0.0,0.0,85.376,828.6958745509675,828.6958745509675,-3.529078071440317e-16,0.0,1456.538701674,258.4737639224,34.8210418476,0.0,41.434793727548374,349.04080331708604,0.0,11.020739856,70.84471146170286,1997.6155454278344,12.028,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
PV_HP_EV #290,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,10668.855,6411.094,10472.772,6215.011,4045.6634474982015,0.0,0.0,0.0,196.083,2169.3475525017984,2169.3475525017984,-1.0615423470805574e-15,0.0,1314.730851336,249.0158468658,31.430883326399996,0.0,108.46737762508992,374.3511588352,0.0,9.392935062000005,218.06125982015308,1652.393037980157,10.144,0,0,0,0,0,0,Redni,skupnostna_samooskrba,dinamicni,1.0,0.05,brez baterije,2,True
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.524270454,40.6586582532,5.3348520876,0.0,0.0,134.9552039661785,0.0,7.807820832,0.0,424.2808055929785,4.5,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
osnovni #223,prejemnik,Redni 2T,GENI_REDNI,0.0,3527.926,0.0,3527.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.581430228,80.2335467938,10.5880115112,0.0,0.0,158.70023561571827,0.0,7.557427416,0.0,724.6606515647184,5.952,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV #234,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1578.4140000000002,1192.324,1524.707,1138.617,1138.617,0.0,0.0,0.0,53.707,0.0,0.0,0.0,0.0,191.408667366,34.491422028,4.5759506484,0.0,0.0,135.02609006,0.0,7.838864292,61.371456300000006,311.9695380944,4.28,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV #87,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,1551.357,2352.015,1462.38,2263.038,2263.038,0.0,0.0,0.0,88.977,0.0,0.0,0.0,0.0,183.58426044,33.9259311904,4.388894856,0.0,0.0,188.0806952704,0.0,4.736032685999999,121.9777482,292.7380662428,5.012,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
HP #184,prejemnik,Redni 2T,GENI_REDNI,0.0,5157.065,0.0,5157.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.35280879,119.2320589736,15.477383477999998,0.0,0.0,241.930770688,0.0,3.744740748000001,0.0,1066.7377626776,6.664,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
HP #134,prejemnik,Redni 2T,GENI_REDNI,0.0,8933.044,0.0,8933.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.108477032,202.8907501676,26.8098516528,0.0,0.0,130.7979585691312,0.0,10.278395778,0.0,1529.8854331995312,5.068,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
EV #17,prejemnik,Redni 2T,GENI_REDNI,0.0,3483.861,0.0,3483.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.280703438,80.8540098554,10.4557636332,0.0,0.0,178.51602130807527,0.0,5.367077562,0.0,741.4735757966753,5.252,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
EV #266,prejemnik,Redni 2T,GENI_REDNI,0.0,6723.868,0.0,6723.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.1688962239999,151.5768895986,20.1796726416,0.0,0.0,293.54742938879997,0.0,5.480369495999999,0.0,1352.9532573489998,7.572,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
HP_EV #82,prejemnik,Redni 2T,GENI_REDNI,0.0,6405.795,0.0,6405.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.4541359699999,146.871356638,19.225071954,0.0,0.0,276.5599185865764,0.0,11.324084982000002,0.0,1292.4345681305765,10.76,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
HP_EV #89,prejemnik,Redni 2T,GENI_REDNI,0.0,11549.31,0.0,11549.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.6974430199998,267.0329887312,34.661789172,0.0,0.0,326.1232557719591,0.0,11.966081441999997,0.0,2168.481558137159,9.924,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_EV #232,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,6436.66,2260.9939999999997,6399.313,2223.647,2223.647,0.0,0.0,0.0,37.347,0.0,0.0,0.0,0.0,803.356955394,137.6772808074,19.2056181756,0.0,0.0,214.7817538624,0.0,4.358707752,119.8545733,1059.5257426914,6.564,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_EV #253,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,2675.877,2732.747,2603.854,2660.724,2660.724,0.0,0.0,0.0,72.023,0.0,0.0,0.0,0.0,326.882623452,57.4471580534,7.8146866248,0.0,0.0,221.651056266643,0.0,15.780749334,143.4130236,486.16325013084304,7.856,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_HP #155,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,4303.849,1423.86,4290.709,1410.7199999999998,1410.7199999999998,0.0,0.0,0.0,13.14,0.0,0.0,0.0,0.0,538.647026442,100.2771349868,12.8772758508,0.0,0.0,207.6580678664387,0.0,7.806287748000002,76.03780800000001,791.2279848940387,7.152,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_HP #248,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,5064.6539999999995,4370.6050000000005,5000.97,4306.921,4306.921,0.0,0.0,0.0,63.684000000000005,0.0,0.0,0.0,0.0,627.81177186,110.948537036,15.008911164,0.0,0.0,180.46800348938496,0.0,9.057192438,232.1430419,711.151374087385,5.784,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_HP_EV #90,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,11687.749,2228.445,11602.373,2143.069,2143.069,0.0,0.0,0.0,85.376,0.0,0.0,0.0,0.0,1456.538701674,258.4737639224,34.8210418476,0.0,0.0,349.04080331708604,0.0,11.020739856,115.5114191,1994.383631517086,12.028,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
PV_HP_EV #290,oddajnik,Redni 1T,GENI_SAMO_REDNI,0.0,10668.855,6411.094,10472.772,6215.011,6215.011,0.0,0.0,0.0,196.083,0.0,0.0,0.0,0.0,1314.730851336,249.0158468658,31.430883326399996,0.0,0.0,374.3511588352,0.0,9.392935062000005,334.9890929,1643.9325825254,10.144,0,0,0,0,0,0,Redni,individualno,dinamicni,1.0,0.05,optimalna baterija,2,True
osnovni #72,prejemnik,Redni 2T,GENI_REDNI,0.0,1777.573,0.0,1777.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.7420000000001,165.400344538,40.6586582532,5.3348520876,31.582262000000004,0.0,134.9552039661785,15.7014,7.807820832,0.0,401.4405416769785,4.5,0,0,0,0,0,0,Redni,souporaba,dinamicni,1.0,0.05,optimalna baterija,2,True
