Dataset,Household,Paket_ID,Cost_EUR,Energy_EUR,Fixed_EUR,Excess_Power_EUR,Import_kWh,Agreed_Power
Fluvius_HP,3,ELEN_DINAMICNA,1123.6633626912,932.4928629937999,183.51218903740002,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,ELEN_FIKSNI,1270.1214180511,1093.2977164239999,169.16539096709997,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,ELEN_ZANESLJIVA,1228.4774805511001,1051.653778924,169.16539096709997,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,GENI_AKTIVNI,1307.1523161544,1133.110136244,166.38386925039998,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,GENI_DINAMICNI,1120.8818406865,932.4928629937999,180.7306670327,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,GENI_FIKSNI,1225.6959588344002,1051.653778924,166.38386925039998,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,GENI_REDNI,1184.0520213344,1010.0098414239999,166.38386925039998,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,PETROL_AKCIJSKI,1213.1284235115002,1024.593050119,180.8770627325,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,PETROL_FIKS2026,1232.2768041915,1043.741430799,180.8770627325,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,3,PETROL_REDNI,1279.7587235115004,1091.2233501190003,180.8770627325,7.6583106600000015,6826.875,prev1m_cyclic_unbounded
Fluvius_HP,4,BISOL_DINAMICNI,1660.8818821085,1470.2773552186,183.49271434989998,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,BISOL_DINAMICNI_PLUS,1684.7444133777,1470.2773552186,207.3552456191,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,BISOL_FIKSNI,1718.5944742443,1527.9899473544,183.49271434989998,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,BISOL_FIKSNI99,1549.6410064642998,1359.0364795744,183.49271434989998,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,BISOL_FIKSNI_VEZAVA,1595.1615683843,1404.5570414944,183.49271434989998,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,ELEN_DINAMICNA,1620.9568129274,1422.5933037122,191.25169667519998,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,ELEN_FIKSNI,1731.3370002853,1547.3202894484,176.90489829690003,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,ELEN_ZANESLJIVA,1675.2311339853,1491.2144231483999,176.90489829690003,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,GENI_AKTIVNI,1682.4467827189999,1501.2115935883999,174.12337659059995,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,GENI_DINAMICNI,1618.1752906251,1422.5933037122,188.4701743729,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,GENI_FIKSNI,1672.449612279,1491.2144231483999,174.12337659059995,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,GENI_REDNI,1616.343745979,1435.1085568484,174.12337659059995,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,PETROL_AKCIJSKI,1644.6090587801,1448.8806758714,188.6165703687,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,PETROL_FIKS2026,1676.2826914601,1480.5543085514,188.6165703687,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,4,PETROL_REDNI,1734.3784448601,1538.6500619514,188.6165703687,7.111812540000002,9197.683,prev1m_cyclic_unbounded
Fluvius_HP,5,BISOL_DINAMICNI,1962.6629215419855,1557.7925301144853,404.1535721775,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,BISOL_DINAMICNI_PLUS,1986.5254521968855,1557.7925301144853,428.01610283240007,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,BISOL_FIKSNI,2062.874326488696,1658.0039350611964,404.1535721775,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,BISOL_FIKSNI99,1880.4124590422364,1475.5420676147362,404.1535721775,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,BISOL_FIKSNI_VEZAVA,1929.0960327305763,1524.2256413030764,404.1535721775,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,ELEN_DINAMICNA,1919.052800789476,1506.423427324676,411.9125542147999,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,ELEN_FIKSNI,2076.9761065163243,1678.6935308434245,397.56575642290005,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,ELEN_ZANESLJIVA,2016.1677911717245,1617.8852154988244,397.56575642290005,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,GENI_AKTIVNI,1980.3506409994445,1584.8495879167444,394.7842338327,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,GENI_DINAMICNI,1916.271278775276,1506.423427324676,409.13103220060003,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,GENI_FIKSNI,2013.3862685815245,1617.8852154988244,394.7842338327,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,GENI_REDNI,1952.5779532369245,1557.0769001542244,394.7842338327,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,PETROL_AKCIJSKI,1982.2584575845106,1572.2642104253105,409.27742790920007,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,PETROL_FIKS2026,2016.3258827425507,1606.3316355833506,409.27742790920007,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP,5,PETROL_REDNI,2079.5517621358704,1669.5575149766705,409.27742790920007,0.71681925,9968.576286,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,BISOL_DINAMICNI,1884.3986962678,1468.274792343,398.3984097748,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,BISOL_DINAMICNI_PLUS,1908.2612272387,1468.274792343,422.2609407457,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,BISOL_FIKSNI,2070.2356632716,1654.1117593468,398.3984097748,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,BISOL_FIKSNI99,1890.7512116116002,1474.6273076868001,398.3984097748,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,BISOL_FIKSNI_VEZAVA,1934.0959230515998,1517.9720191267998,398.3984097748,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,ELEN_DINAMICNA,1865.4405987171,1441.557712467,406.1573921001,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,ELEN_FIKSNI,2082.2233663926004,1672.6872779248001,391.8105943178,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,ELEN_ZANESLJIVA,2020.3416662926,1610.8055778248,391.8105943178,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,GENI_AKTIVNI,2048.8266269928,1642.0720611247998,389.02907171799995,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,GENI_DINAMICNI,1862.6590764053,1441.557712467,403.37586978829995,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,GENI_FIKSNI,2017.5601436928,1610.8055778248,389.02907171799995,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,GENI_REDNI,1955.6784435928002,1548.9238777248001,389.02907171799995,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,PETROL_AKCIJSKI,1988.1063224478999,1566.8585622058,403.52226609210004,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,PETROL_FIKS2026,2020.2958150479003,1599.0480548058001,403.52226609210004,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,1,PETROL_REDNI,2087.1170426079,1665.8692823658,403.52226609210004,17.72549415,10144.541,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,BISOL_DINAMICNI,3315.4859499248983,2616.118279304198,680.0414959907,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,BISOL_DINAMICNI_PLUS,3339.348481770998,2616.118279304198,703.9040278368,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,BISOL_FIKSNI,3470.9020450984085,2771.5343744777083,680.0414959907,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,BISOL_FIKSNI99,3160.599922681588,2461.2322520608877,680.0414959907,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,BISOL_FIKSNI_VEZAVA,3250.645016548168,2551.2773459274676,680.0414959907,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,ELEN_DINAMICNA,3252.9578986332403,2545.8312462632402,687.8004777400001,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,ELEN_FIKSNI,3502.334603811224,2809.554748647524,673.4536805337001,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,ELEN_ZANESLJIVA,3402.2177726520245,2709.4379174883243,673.4536805337001,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,GENI_AKTIVNI,3239.927780509544,2549.9294485216437,670.6721573579,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,GENI_DINAMICNI,3250.1763763214403,2545.8312462632402,685.0189554282,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,GENI_FIKSNI,3399.436249476224,2709.4379174883243,670.6721573579,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,GENI_REDNI,3299.319418317024,2609.3210863291242,670.6721573579,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,PETROL_AKCIJSKI,3334.861168905936,2630.3696425432363,685.1653517327,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,PETROL_FIKS2026,3394.9072459307763,2690.4157195680764,685.1653517327,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,2,PETROL_REDNI,3495.048098760656,2790.556572397956,685.1653517327,19.32617463,16412.595272,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,BISOL_DINAMICNI,2084.3705562438,1490.2573990894,567.3465592124,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,BISOL_DINAMICNI_PLUS,2108.2330883867,1490.2573990894,591.2090913553,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,BISOL_FIKSNI,2188.8563088826,1594.7431517282,567.3465592124,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,BISOL_FIKSNI99,2011.9778723826003,1417.8647152282,567.3465592124,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,BISOL_FIKSNI_VEZAVA,2060.8668164826,1466.7536593282,567.3465592124,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,ELEN_DINAMICNA,2039.2774241375002,1437.4052837938002,575.1055424017,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,ELEN_FIKSNI,2202.9876121839998,1615.4622702082,560.7587440337999,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,ELEN_ZANESLJIVA,2144.8105701839995,1557.2852282082,560.7587440337999,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,GENI_AKTIVNI,2087.5232557898,1502.7794358282,557.9772220196002,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,GENI_DINAMICNI,2036.4959018257002,1437.4052837938002,572.3240200899,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,GENI_FIKSNI,2142.0290481698,1557.2852282082,557.9772220196002,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,GENI_REDNI,2083.8520061698,1499.1081862082,557.9772220196002,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,PETROL_AKCIJSKI,2111.9505368437995,1512.7135225082,572.4704163935999,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,PETROL_FIKS2026,2145.4686045638,1546.2315902282003,572.4704163935999,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,3,PETROL_REDNI,2205.0338040438,1605.7967897082,572.4704163935999,26.766597942,9537.220000000001,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,BISOL_DINAMICNI,1184.5426055407002,844.9836010898,327.45355634090004,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,BISOL_DINAMICNI_PLUS,1208.4051362156001,844.9836010898,351.3160870158,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,BISOL_FIKSNI,1313.6912663251,974.1322618742,327.45355634090004,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,BISOL_FIKSNI99,1204.7540954651,865.1950910141998,327.45355634090004,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,BISOL_FIKSNI_VEZAVA,1236.3789013050996,896.8198968541994,327.45355634090004,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,ELEN_DINAMICNA,1173.615240628,826.2972535638,335.21253895419994,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,ELEN_FIKSNI,1320.4562128861003,987.4850238922002,320.86574088390006,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,ELEN_ZANESLJIVA,1285.3142287860996,952.3430397921996,320.86574088390006,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,GENI_AKTIVNI,1241.9092526143,911.7195859322,318.0842185720999,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,GENI_DINAMICNI,1170.8337186138,826.2972535638,332.43101694,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,GENI_FIKSNI,1282.5327064742996,952.3430397921996,318.0842185720999,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,GENI_REDNI,1247.3907223743,917.2010556921999,318.0842185720999,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,PETROL_AKCIJSKI,1269.2649253493005,924.5820642932003,332.5774129461,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,PETROL_FIKS2026,1290.3489238693005,945.6660628132006,332.5774129461,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,4,PETROL_REDNI,1325.4920999093001,980.8092388532002,332.5774129461,12.105448110000001,5760.981,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,BISOL_DINAMICNI,997.9275629615,746.0100859644,243.11540931710005,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,BISOL_DINAMICNI_PLUS,1021.7900951235001,746.0100859644,266.9779414791001,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,BISOL_FIKSNI,1041.4529076991,789.535430702,243.11540931710005,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,BISOL_FIKSNI99,951.9838734191002,700.066396422,243.11540931710005,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,BISOL_FIKSNI_VEZAVA,979.6443734391001,727.726896442,243.11540931710005,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,ELEN_DINAMICNA,992.9037915394,733.227332505,250.87439135439996,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,ELEN_FIKSNI,1046.4911880160998,801.1615264759998,236.52759386009998,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,ELEN_ZANESLJIVA,1018.3963997161002,773.0667381760002,236.52759386009998,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,GENI_AKTIVNI,1017.0872826282999,774.5391439759999,233.7460709723,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,GENI_DINAMICNI,990.1222689396001,733.227332505,248.0928687546,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,GENI_FIKSNI,1015.6148768283002,773.0667381760002,233.7460709723,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,GENI_REDNI,987.5200885282999,744.9719498759998,233.7460709723,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,PETROL_AKCIJSKI,1006.9631125229002,749.9217791990002,248.23926564389998,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,PETROL_FIKS2026,1024.7700617229,767.7287283989999,248.23926564389998,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
Fluvius_HP_EV,5,PETROL_REDNI,1051.9147738029,794.8734404790002,248.23926564389998,8.80206768,4605.7029999999995,prev1m_cyclic_unbounded
