Dataset,Household,Option,Paket_ID,Variant,Cost_EUR,Energy_EUR,Fixed_EUR,Excess_Power_EUR,Import_kWh,Agreed_Power,Per_Group
Fluvius_EV,1,GENI_FIKSNI@2T,GENI_FIKSNI,2T,702.5742622044,527.3838155688,167.70033753360002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,GENI_FIKSNI@1T,GENI_FIKSNI,1T,701.6873880844001,526.4969414488002,167.70033753360002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,GENI_REDNI@2T,GENI_REDNI,2T,683.0920090044,507.9015623688,167.70033753360002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,GENI_REDNI@1T,GENI_REDNI,1T,682.2051348844001,507.01468824880004,167.70033753360002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,701.5958516305,511.91221062079995,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,700.7896024305,511.1059614208,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,713.3658284705001,523.6821874608,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,712.4789543505001,522.7953133408,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_REDNI@2T,PETROL_REDNI,2T,732.7674567505001,543.0838157408,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,1,PETROL_REDNI@1T,PETROL_REDNI,1T,731.9612075505001,542.2775665408001,182.19353190770002,7.490109102000001,3193.812,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_DINAMICNI,BISOL_DINAMICNI,-,1704.2079198642002,1459.937297398,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,1728.0704514118001,1459.937297398,257.4039190218,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,1853.5496086790001,1609.2789862128,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,1922.4956760790003,1678.2250536128001,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,1681.2576816590001,1436.9870591928,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,1702.398128359,1458.1275058928,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,1719.045551739,1474.7749292728,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,1775.7639775990003,1531.4933551328002,233.5413874742,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,ELEN_DINAMICNA,ELEN_DINAMICNA,-,1679.5359370221,1427.5063319426,241.3003700875,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,1863.2997051104,1625.6168983988,226.9535717196,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,ELEN_FIKSNI@1T,ELEN_FIKSNI,1T,1939.1403792504002,1701.4575725388002,226.9535717196,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,ELEN_ZANESLJIVA@2T,ELEN_ZANESLJIVA,2T,1802.1614974104002,1564.4786906988002,226.9535717196,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,ELEN_ZANESLJIVA@1T,ELEN_ZANESLJIVA,1T,1878.0021715504001,1640.3193648388,226.9535717196,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_AKTIVNI,GENI_AKTIVNI,-,1919.1944600762004,1684.2931753788002,224.17204970539998,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_DINAMICNI,GENI_DINAMICNI,-,1676.7544144223,1427.5063319426,238.5188474877,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_FIKSNI@2T,GENI_FIKSNI,2T,1799.3799753962003,1564.4786906988002,224.17204970539998,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_FIKSNI@1T,GENI_FIKSNI,1T,1875.2206495362002,1640.3193648388,224.17204970539998,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_REDNI@2T,GENI_REDNI,2T,1738.2417676962,1503.3404829987999,224.17204970539998,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,GENI_REDNI@1T,GENI_REDNI,1T,1814.0824418362001,1579.1811571388,224.17204970539998,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,1772.4685924272,1523.0741133558,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,1841.4146598272002,1592.0201807558,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,1802.2569103072003,1552.8624312358002,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,1878.0975844471998,1628.7031053757996,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_REDNI@2T,PETROL_REDNI,2T,1870.2897247472006,1620.8952456758004,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,2,PETROL_REDNI@1T,PETROL_REDNI,1T,1939.2357921472,1689.8413130758,238.66524407939997,10.729234992000006,10022.657,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_DINAMICNI,BISOL_DINAMICNI,-,825.4195570521,624.7621452776,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,849.2820886180999,624.7621452776,216.5753853765,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,844.8358373979,644.1784256234,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,845.0792029978999,644.4217912233999,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,772.5812080779,571.9237963034,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,761.0999466779,560.4425349034,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,793.5151807579001,592.8577689834001,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,789.0930321179,588.4356203433999,192.71285381050004,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,ELEN_DINAMICNA,ELEN_DINAMICNA,-,810.5642411115999,602.1478467238,200.4718364238,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,847.0881624369,653.0185661194,186.12503835349997,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,ELEN_FIKSNI@1T,ELEN_FIKSNI,1T,847.3558645968998,653.2862682793999,186.12503835349997,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,ELEN_ZANESLJIVA@2T,ELEN_ZANESLJIVA,2T,823.7605912369,629.6909949194,186.12503835349997,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,ELEN_ZANESLJIVA@1T,ELEN_ZANESLJIVA,1T,824.0282933969,629.9586970794,186.12503835349997,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_AKTIVNI,GENI_AKTIVNI,-,817.7802862651,626.4922122594,183.3435160417,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_DINAMICNI,GENI_DINAMICNI,-,807.7827188093999,602.1478467238,197.6903141216,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_FIKSNI@2T,GENI_FIKSNI,2T,820.9790689251,629.6909949194,183.3435160417,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_FIKSNI@1T,GENI_FIKSNI,1T,821.2467710851,629.9586970794,183.3435160417,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_REDNI@2T,GENI_REDNI,2T,797.6514977251001,606.3634237194001,183.3435160417,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,GENI_REDNI@1T,GENI_REDNI,1T,797.9191998851,606.6311258794001,183.3435160417,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,817.0678189086999,611.2865502314,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,817.3111845087,611.5299158314,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,831.0400250687,625.2587563914001,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,831.3077272287,625.5264585514001,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_REDNI@2T,PETROL_REDNI,2T,854.3919328286999,648.6106641514,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,3,PETROL_REDNI@1T,PETROL_REDNI,1T,854.6352984287001,648.8540297514003,197.83671071329996,7.9445579639999995,3824.192,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_DINAMICNI,BISOL_DINAMICNI,-,1294.5467785540002,951.8864167526001,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,1318.4093103888001,951.8864167526001,364.8922701382,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,1400.4310730566,1057.7707112552002,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,1417.3971982565997,1074.7368364551999,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,1283.7487138966,941.0883520952,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,1276.9694544966,934.3090926952001,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,1314.6141185366,971.9537567352,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,1323.7787024165998,981.1183406151999,341.0297383034,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,ELEN_DINAMICNA,ELEN_DINAMICNA,-,1276.4935403707,926.074195956,348.7887209166999,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,1406.9695732891998,1070.8970272431998,334.44192254800004,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,ELEN_FIKSNI@1T,ELEN_FIKSNI,1T,1425.6323110092,1089.5597649632,334.44192254800004,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,ELEN_ZANESLJIVA@2T,ELEN_ZANESLJIVA,2T,1367.9618666892002,1031.8893206432,334.44192254800004,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,ELEN_ZANESLJIVA@1T,ELEN_ZANESLJIVA,1T,1386.6246044092002,1050.5520583632,334.44192254800004,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_AKTIVNI,GENI_AKTIVNI,-,1356.3620968358,1023.0710728032,331.6604005346,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_DINAMICNI,GENI_DINAMICNI,-,1273.7120183469,926.074195956,346.0071988929,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_FIKSNI@2T,GENI_FIKSNI,2T,1365.1803446758001,1031.8893206432,331.6604005346,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_FIKSNI@1T,GENI_FIKSNI,1T,1383.8430823958001,1050.5520583632,331.6604005346,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_REDNI@2T,GENI_REDNI,2T,1326.1726380758,992.8816140432,331.6604005346,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,GENI_REDNI@1T,GENI_REDNI,1T,1344.8353757958,1011.5443517632,331.6604005346,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,1350.554063355,1002.7698449492,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,1367.520188555,1019.7359701492,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,1372.262074795,1024.4778563892,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,1390.9248125149998,1043.1405941091998,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_REDNI@2T,PETROL_REDNI,2T,1412.966393915,1065.1821755092,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,4,PETROL_REDNI@1T,PETROL_REDNI,1T,1429.932519115,1082.1483007092002,346.1535949078,1.630623498,6394.706,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_DINAMICNI,BISOL_DINAMICNI,-,990.4404919284,674.9134850364,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,1014.3030231985,674.9134850364,327.41537592009996,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,982.5441679178003,667.0171610258003,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,978.6174881178,663.0904812258,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,907.3784355978001,591.8514287058001,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,892.4682543978001,576.9412475058001,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,929.8974139777998,614.3704070857998,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,921.1846656378001,605.6576587458001,303.55284465,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,ELEN_DINAMICNA,ELEN_DINAMICNA,-,970.5422025197,647.2562130144,311.3118272633,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,985.44255037,676.5033592318,296.9650288962,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,ELEN_FIKSNI@1T,ELEN_FIKSNI,1T,981.12320259,672.1840114518,296.9650288962,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,ELEN_ZANESLJIVA@2T,ELEN_ZANESLJIVA,2T,961.5122076700001,652.5730165318,296.9650288962,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,ELEN_ZANESLJIVA@1T,ELEN_ZANESLJIVA,1T,957.1928598900001,648.2536687518001,296.9650288962,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_AKTIVNI,GENI_AKTIVNI,-,988.2254276150001,682.0677584918,294.1835068812,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_DINAMICNI,GENI_DINAMICNI,-,967.7606813991001,647.2562130144,308.53030614270006,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_FIKSNI@2T,GENI_FIKSNI,2T,958.730685655,652.5730165318,294.1835068812,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_FIKSNI@1T,GENI_FIKSNI,1T,954.4113378750002,648.2536687518001,294.1835068812,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_REDNI@2T,GENI_REDNI,2T,934.800342955,628.6426738318,294.1835068812,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,GENI_REDNI@1T,GENI_REDNI,1T,930.480995175,624.3233260518,294.1835068812,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,953.9262410192001,633.2753778188,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,949.9995612192001,629.3486980188001,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,968.6771146192,648.0262514187999,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,964.3577668391998,643.7069036387998,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_REDNI@2T,PETROL_REDNI,2T,992.2147893392001,671.5639261388001,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_EV,5,PETROL_REDNI@1T,PETROL_REDNI,1T,988.2881095392006,667.6372463388005,308.67670095840003,11.974162241999997,3923.0069999999996,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_DINAMICNI,BISOL_DINAMICNI,-,1826.8848326899,1600.4170606769999,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,1850.7473648327,1600.4170606769999,235.07916616970002,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,1950.0852124303,1723.6174404174,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,1963.4285354303001,1736.9607634174001,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,1757.9792532103,1531.5114811974,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,1736.4638761103,1509.9961040974,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,1811.3845872903,1584.9168152774,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,1812.1187625503,1585.6509905374,211.2166340269,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,ELEN_DINAMICNA,ELEN_DINAMICNA,-,1781.9607615515,1547.7340066374,218.9756169281,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,1966.1204453793,1746.2404888234,204.62881856989998,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,ELEN_FIKSNI@1T,ELEN_FIKSNI,1T,1980.7981006793,1760.9181441234,204.62881856989998,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,ELEN_ZANESLJIVA@2T,ELEN_ZANESLJIVA,2T,1903.0747066792999,1683.1947501234,204.62881856989998,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,ELEN_ZANESLJIVA@1T,ELEN_ZANESLJIVA,1T,1917.7523619793003,1697.8724054234003,204.62881856989998,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_AKTIVNI,GENI_AKTIVNI,-,1865.0342928354,1647.9358583034,201.847296546,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_DINAMICNI,GENI_DINAMICNI,-,1779.1792395373,1547.7340066374,216.19409491390002,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_FIKSNI@2T,GENI_FIKSNI,2T,1900.2931846554,1683.1947501234,201.847296546,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_FIKSNI@1T,GENI_FIKSNI,1T,1914.9708399554004,1697.8724054234003,201.847296546,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_REDNI@2T,GENI_REDNI,2T,1837.2474459554,1620.1490114234,201.847296546,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,GENI_REDNI@1T,GENI_REDNI,1T,1851.9251012554003,1634.8266667234002,201.847296546,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_AKCIJSKI@2T,PETROL_AKCIJSKI,2T,1866.3145777565,1634.7229488504001,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_AKCIJSKI@1T,PETROL_AKCIJSKI,1T,1879.6579007564999,1648.0662718504,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_FIKS2026@2T,PETROL_FIKS2026,2T,1902.8076886765,1671.2160597704,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_FIKS2026@1T,PETROL_FIKS2026,1T,1917.4853439765,1685.8937150704,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_REDNI@2T,PETROL_REDNI,2T,1967.1877596764998,1735.5961307704,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,1,PETROL_REDNI@1T,PETROL_REDNI,1T,1980.5310826765,1748.9394537704002,216.3404909201,15.251137986,10335.366999999998,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_DINAMICNI,BISOL_DINAMICNI,-,1818.9091638956,1534.9109848941998,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_DINAMICNI_PLUS,BISOL_DINAMICNI_PLUS,-,1842.7716954424,1534.9109848941998,296.19996457020005,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI@2T,BISOL_FIKSNI,2T,1846.6881998476001,1562.6900208462,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI@1T,BISOL_FIKSNI,1T,1845.5726318476002,1561.5744528462,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI99@2T,BISOL_FIKSNI99,2T,1671.8784038876001,1387.8802248862,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI99@1T,BISOL_FIKSNI99,1T,1642.8915820876002,1358.8934030862001,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI_VEZAVA@2T,BISOL_FIKSNI_VEZAVA,2T,1722.8275583276002,1438.8293793262,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,BISOL_FIKSNI_VEZAVA@1T,BISOL_FIKSNI_VEZAVA,1T,1710.4519320076001,1426.4537530062,272.3374330234,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,ELEN_DINAMICNA,ELEN_DINAMICNA,-,1774.2970803878,1482.5399181972,280.0964162126,11.660745978,9229.556,prev1m_cyclic_unbounded,5
Fluvius_HP,2,ELEN_FIKSNI@2T,ELEN_FIKSNI,2T,1861.606052277,1584.1956884541999,265.7496178448,11.660745978,9229.556,prev1m_cyclic_unbounded,5
