KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,732.43,521.07 (-28.9 %),593.28 (-19.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),72.21 (+9.9 %)
Energy bought (kWh),3448.2,3166.4 (-8.2 %),3752.5 (+8.8 %)
Energy sold (kWh),403.7,16.2 (-96.0 %),580.5 (+43.8 %)
