KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),253.37 (-18.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),50.06 (+16.1 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3555.0 (-20.5 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1262.4 (-47.4 %)
