KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),311.99,163.54 (-47.6 %),168.55 (-46.0 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),5.01 (+1.6 %)
Energy bought (kWh),1549.8,1482.8 (-4.3 %),1533.1 (-1.1 %)
Energy sold (kWh),227.6,38.3 (-83.2 %),90.0 (-60.5 %)
