KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),361.84 (-1.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.59 (+3.7 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4512.6 (-0.5 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),232.3 (-15.4 %)
