KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,404.93,209.03 (-48.4 %),241.02 (-40.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.99 (+7.9 %)
Energy bought (kWh),2330.6,1770.3 (-24.0 %),1937.7 (-16.9 %)
Energy sold (kWh),782.1,30.8 (-96.1 %),225.2 (-71.2 %)
