KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,292.54,229.92 (-21.4 %),282.62 (-3.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),52.70 (+18.0 %)
Energy bought (kWh),3680.3,2887.3 (-21.5 %),3738.9 (+1.6 %)
Energy sold (kWh),1039.9,77.1 (-92.6 %),926.4 (-10.9 %)
