KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,466.98,425.28 (-8.9 %),450.27 (-3.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),24.98 (+5.3 %)
Energy bought (kWh),5853.9,5252.2 (-10.3 %),5660.7 (-3.3 %)
Energy sold (kWh),712.2,45.4 (-93.6 %),453.5 (-36.3 %)
