KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),407.18 (-4.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.78 (+4.4 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),4916.6 (-4.7 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),308.0 (-49.0 %)
