KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),165.31 (-7.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.56 (+18.3 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2187.0 (-6.2 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),564.0 (-27.9 %)
