KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,433.23,218.53 (-49.6 %),356.12 (-17.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),137.59 (+31.8 %)
Energy bought (kWh),3082.3,1755.2 (-43.1 %),2742.9 (-11.0 %)
Energy sold (kWh),2034.4,518.5 (-74.5 %),1511.9 (-25.7 %)
