KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,496.72,336.44 (-32.3 %),423.43 (-14.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),86.99 (+17.5 %)
Energy bought (kWh),2636.2,2349.6 (-10.9 %),2965.9 (+12.5 %)
Energy sold (kWh),530.0,89.9 (-83.0 %),707.8 (+33.6 %)
