KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),381.09 (-15.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.61 (+4.6 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),4980.3 (-17.4 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),922.4 (-56.3 %)
