KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),294.03 (-30.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),84.24 (+20.0 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1840.4 (-15.2 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),562.9 (-44.2 %)
