KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),535.02 (-20.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.16 (+13.7 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3312.8 (+0.2 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),598.0 (-17.3 %)
