KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,109.43 (-31.0 %),140.80 (-11.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.37 (+19.8 %)
Energy bought (kWh),2171.0,1420.7 (-34.6 %),1936.0 (-10.8 %)
Energy sold (kWh),1009.2,178.8 (-82.3 %),710.2 (-29.6 %)
