KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,261.57,207.72 (-20.6 %),244.32 (-6.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.60 (+14.0 %)
Energy bought (kWh),3410.8,2618.8 (-23.2 %),3205.2 (-6.0 %)
Energy sold (kWh),906.3,26.3 (-97.1 %),612.3 (-32.4 %)
