KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1164.59,835.19 (-28.3 %),952.74 (-18.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),117.55 (+10.1 %)
Energy bought (kWh),5669.5,5334.4 (-5.9 %),6389.4 (+12.7 %)
Energy sold (kWh),591.3,20.3 (-96.6 %),1043.0 (+76.4 %)
