controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,1172.8472353629602,1172.8472353629602,0.0,1172.8472353629602,0.0,705.3016666664521,1878.1489020294123,4.0,0.0,0.0,0.0,0.0,5669.515000000019,591.2919999999998,4.91,0.0,0,0.0,0.01963496208190918,1,True
self_consumption,Self-consumption,True,1060.97920503802,1061.7807277161464,0.801522678126496,1060.97920503802,0.0,705.3016666664521,1767.0823943825985,0.0,591.2919999999998,537.4410299999996,0.0,0.0,5132.0739700000095,5.551115123125783e-16,4.91,53.74410299999996,0,1.1102230246251565e-16,0.04721999168395996,2,True
fixed_schedule,Fixed schedule,True,855.4631420877402,856.2646647658667,0.801522678126496,855.4631420877402,0.0,705.3016666664521,1561.5663314323187,0.0,1927.0531163434891,1742.9654374999982,1437.7955373961245,0.0,5364.345099896118,102.03442105263163,4.91,174.2965437499998,0,1.1102230246251565e-16,0.049385786056518555,2,True
delayed_pv_charge,Delayed PV charge,True,1060.97920503802,1061.7807277161464,0.801522678126496,1060.97920503802,0.0,705.3016666664521,1767.0823943825985,0.0,591.2919999999998,537.4410299999996,0.0,0.0,5132.0739700000095,5.551115123125783e-16,4.91,53.74410299999996,0,1.1102230246251565e-16,0.048523902893066406,2,True
price_threshold,Price threshold,True,826.7401348780821,827.5416575562086,0.801522678126496,826.7401348780821,0.0,705.3016666664521,1532.8433242226606,0.0,2652.7122299169127,2397.872787499992,2129.895578947377,0.0,5401.537791447359,68.47534903047092,4.91,239.7872787499992,0,5.551115123125783e-17,0.05072331428527832,2,True
price_rank_daily,Day-ahead price rank,True,820.4389849423185,821.240507620445,0.801522678126496,820.4389849423185,0.0,705.3016666664521,1526.542174286897,0.0,2679.119897506934,2421.705707499991,2122.102432132972,0.0,5369.911724632956,34.274534626038765,4.91,242.17057074999911,0,5.551115123125783e-17,0.049275875091552734,2,True
tariff_arbitrage,Tariff arbitrage,True,873.6381100692282,874.1113248398536,0.473214770625472,873.6381100692282,0.0,705.3016666664521,1579.4129915063058,1.638421052631579,2797.2103233299786,2526.725816805304,2441.5455639347665,0.0,5584.334747129464,235.62724060478723,5.534000000000001,252.6725816805304,0,5.551115123125783e-17,0.3593876361846924,2,True
price_oracle,Price threshold (foresight),False,825.1278690601372,825.9293917382637,0.801522678126496,825.1278690601372,0.0,705.3016666664521,1531.231058404716,0.0,2632.558839335186,2379.6843524999913,2078.477171745157,0.0,5368.307819245152,37.210332409972274,5.216,237.96843524999912,0,5.551115123125783e-17,0.05170035362243652,2,True
