KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),320.69 (-11.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),118.14 (+32.5 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2341.9 (-5.2 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),1193.0 (-17.9 %)
