KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,561.15,240.57 (-57.1 %),409.43 (-27.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),168.86 (+30.1 %)
Energy bought (kWh),4018.0,2048.8 (-49.0 %),3245.1 (-19.2 %)
Energy sold (kWh),3862.8,1670.3 (-56.8 %),2868.4 (-25.7 %)
