KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,255.42 (-10.1 %),271.63 (-4.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.21 (+5.7 %)
Energy bought (kWh),3466.3,3088.3 (-10.9 %),3335.4 (-3.8 %)
Energy sold (kWh),467.3,46.9 (-90.0 %),298.3 (-36.2 %)
