KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,933.78,676.37 (-27.6 %),809.25 (-13.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),132.88 (+14.2 %)
Energy bought (kWh),4534.2,4470.9 (-1.4 %),5177.4 (+14.2 %)
Energy sold (kWh),274.7,18.4 (-93.3 %),747.8 (+172.2 %)
