KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,206.23,174.77 (-15.3 %),195.73 (-5.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.96 (+10.2 %)
Energy bought (kWh),2636.2,2182.7 (-17.2 %),2518.9 (-4.4 %)
Energy sold (kWh),530.0,25.6 (-95.2 %),363.5 (-31.4 %)
