KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,255.40,229.42 (-10.2 %),255.16 (-0.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.74 (+10.1 %)
Energy bought (kWh),3203.1,2959.1 (-7.6 %),3393.0 (+5.9 %)
Energy sold (kWh),493.6,150.4 (-69.5 %),591.6 (+19.9 %)
