KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),817.53 (-23.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),66.52 (+6.2 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5037.0 (-2.3 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),335.6 (-44.4 %)
