KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),503.66 (-14.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.82 (+11.9 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3282.0 (+5.9 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),533.7 (+17.2 %)
