KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,760.95,469.13 (-38.3 %),568.97 (-25.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),99.84 (+13.1 %)
Energy bought (kWh),3680.3,2870.8 (-22.0 %),3623.8 (-1.5 %)
Energy sold (kWh),1039.9,76.0 (-92.7 %),813.6 (-21.8 %)
