KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),409.44 (-32.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.07 (+2.6 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),2630.5 (-19.6 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),265.7 (-74.0 %)
