KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),497.43 (-11.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),94.80 (+16.8 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3471.1 (+9.0 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),998.2 (+21.5 %)
