KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),384.58 (-3.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),34.24 (+8.6 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4831.4 (-2.4 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),613.6 (-22.4 %)
