KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1432.50 (-12.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.56 (+5.4 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8738.5 (+6.6 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),681.2 (+112.0 %)
