KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1176.20,904.68 (-23.1 %),1027.37 (-12.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),122.69 (+10.4 %)
Energy bought (kWh),6218.9,5396.5 (-13.2 %),6239.0 (+0.3 %)
Energy sold (kWh),988.9,25.1 (-97.5 %),849.9 (-14.1 %)
