KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),481.58 (-21.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.22 (+14.5 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3248.9 (-0.7 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),849.5 (-16.9 %)
