KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),660.53 (-0.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.00 (+2.6 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8194.0 (+0.0 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),302.8 (-5.8 %)
