KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,317.77 (-12.6 %),346.48 (-4.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.71 (+7.9 %)
Energy bought (kWh),4569.7,3910.9 (-14.4 %),4380.5 (-4.1 %)
Energy sold (kWh),768.3,36.2 (-95.3 %),511.3 (-33.5 %)
