KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,720.81,454.90 (-36.9 %),592.98 (-17.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),138.08 (+19.2 %)
Energy bought (kWh),3304.8,2870.0 (-13.2 %),4128.3 (+24.9 %)
Energy sold (kWh),723.4,66.3 (-90.8 %),1287.5 (+78.0 %)
