KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),548.66 (-18.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),105.79 (+15.7 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3433.7 (+3.9 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),717.7 (-0.8 %)
