KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),546.89 (-18.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),104.02 (+15.4 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3409.9 (+3.2 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),690.5 (-4.6 %)
