KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),149.81 (-29.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),29.70 (+14.0 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2105.3 (-31.7 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),901.0 (-55.7 %)
