KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,696.42,426.05 (-38.8 %),558.67 (-19.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),132.62 (+19.0 %)
Energy bought (kWh),3680.3,2960.6 (-19.6 %),3908.7 (+6.2 %)
Energy sold (kWh),1039.9,74.6 (-92.8 %),1007.0 (-3.2 %)
