KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,109.43 (-31.0 %),140.21 (-11.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.78 (+19.4 %)
Energy bought (kWh),2171.0,1420.7 (-34.6 %),1927.8 (-11.2 %)
Energy sold (kWh),1009.2,178.8 (-82.3 %),683.6 (-32.3 %)
