KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),227.09 (-37.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),24.54 (+6.7 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),1588.2 (-35.7 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),474.8 (-67.3 %)
