KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,327.32 (-10.0 %),353.06 (-2.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.74 (+7.1 %)
Energy bought (kWh),4569.7,4017.2 (-12.1 %),4445.7 (-2.7 %)
Energy sold (kWh),768.3,153.4 (-80.0 %),604.2 (-21.4 %)
