KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1013.97,746.07 (-26.4 %),946.65 (-6.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),200.58 (+19.8 %)
Energy bought (kWh),5853.9,5479.7 (-6.4 %),6940.4 (+18.6 %)
Energy sold (kWh),712.2,49.9 (-93.0 %),1514.1 (+112.6 %)
