KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,561.15,240.57 (-57.1 %),359.57 (-35.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),119.00 (+21.2 %)
Energy bought (kWh),4018.0,2048.8 (-49.0 %),2793.8 (-30.5 %)
Energy sold (kWh),3862.8,1670.3 (-56.8 %),2415.9 (-37.5 %)
