KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),342.71 (-27.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.20 (+17.0 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2217.3 (-4.9 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),558.9 (-28.5 %)
