KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),489.79 (-13.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),87.16 (+15.5 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3388.6 (+6.4 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),905.1 (+10.1 %)
