KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),297.47 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.34 (+4.4 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3700.7 (-1.1 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),223.0 (-21.8 %)
